Submarca;Modelo;Trans.;Comb.;Cilindros;Potencia (HP);Tamaño (L);Categoría;Marca
LEON;2012;MAN;Gasolina;4;211;2;AUTOS DEPORTIVOS;SEAT
370Z;2016;AUT;Gasolina;6;332;3,7;AUTOS DEPORTIVOS;NISSAN
CAMARO;2011;AUT;Gasolina;6;312;3,6;AUTOS DEPORTIVOS;CHEVROLET
CAMARO;2012;AUT;Gasolina;6;312;3,6;AUTOS DEPORTIVOS;CHEVROLET
CAMARO;2013;AUT;Gasolina;6;312;3,6;AUTOS DEPORTIVOS;CHEVROLET
MUSTANG;2017;MAN;Gasolina;6;300;3,7;AUTOS DEPORTIVOS;FORD
911;2013;MAN;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2013;MAN;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2013;PDK;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2013;PDK;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2013;MAN;Gasolina;6;408;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2013;MAN;Gasolina;6;408;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2013;PDK;Gasolina;6;408;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2013;PDK;Gasolina;6;408;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2016;PDK;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2016;MAN;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2016;PDK;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
GOLF;2012;DSG;Gasolina;4;211;2;AUTOS DEPORTIVOS;VW
911;2017;PDK;Gasolina;6;430;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2017;PDK;Gasolina;6;430;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2017;PDK;Gasolina;6;430;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2017;PDK;Gasolina;6;430;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2017;PDK;Gasolina;6;430;3,8;AUTOS DEPORTIVOS;PORSCHE
BOXSTER;2017;PDK;Gasolina;6;350;2,5;AUTOS DEPORTIVOS;PORSCHE
911;2016;PDK;Gasolina;6;430;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2016;PDK;Gasolina;6;430;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2016;PDK;Gasolina;6;430;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2016;PDK;Gasolina;6;430;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2016;PDK;Gasolina;6;430;3,8;AUTOS DEPORTIVOS;PORSCHE
BOXSTER;2016;PDK;Gasolina;6;350;2,5;AUTOS DEPORTIVOS;PORSCHE
BOXSTER;2013;MAN;Gasolina;6;315;3,4;AUTOS DEPORTIVOS;PORSCHE
MAZDASPEED 3;2012;MAN;Gasolina;4;263;2,3;AUTOS DEPORTIVOS;MAZDA
MAZDASPEED 3;2013;MAN;Gasolina;4;263;2,3;AUTOS DEPORTIVOS;MAZDA
911;2015;MAN;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2015;MAN;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2015;PDK;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2015;PDK;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2015;PDK;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2017;MAN;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2017;MAN;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2017;PDK;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2017;PDK;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2017;PDK;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2017;PDK;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2017;MAN;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2017;MAN;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2017;PDK;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2017;PDK;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2017;PDK;Gasolina;6;370;3;AUTOS DEPORTIVOS;PORSCHE
911;2017;PDK;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
BOXSTER;2017;MAN;Gasolina;6;350;2,5;AUTOS DEPORTIVOS;PORSCHE
BOXSTER;2016;MAN;Gasolina;6;315;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2016;MAN;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2016;MAN;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2016;PDK;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2016;PDK;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2016;PDK;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2016;PDK;Gasolina;6;370;3;AUTOS DEPORTIVOS;PORSCHE
BOXSTER;2016;MAN;Gasolina;6;350;2,5;AUTOS DEPORTIVOS;PORSCHE
CHALLENGER;2016;AUT;Gasolina;6;305;3,6;AUTOS DEPORTIVOS;DODGE
BOXSTER;2015;MAN;Gasolina;6;315;3,4;AUTOS DEPORTIVOS;PORSCHE
BOXSTER;2017;MAN;Gasolina;6;315;3,4;AUTOS DEPORTIVOS;PORSCHE
BOXSTER;2016;MAN;Gasolina;6;315;3,4;AUTOS DEPORTIVOS;PORSCHE
MUSTANG;2016;AUT;Gasolina;8;435;5;AUTOS DEPORTIVOS;FORD
MUSTANG;2014;AUT;Gasolina;8;412;5;AUTOS DEPORTIVOS;FORD
MAZDASPEED 3;2011;M6;Gasolina;4;263;2,3;AUTOS DEPORTIVOS;MAZDA
BOXSTER;2017;MAN;Gasolina;6;375;3,8;AUTOS DEPORTIVOS;PORSCHE
BOXSTER;2016;MAN;Gasolina;6;375;3,8;AUTOS DEPORTIVOS;PORSCHE
370Z;2016;MAN;Gasolina;6;332;3,7;AUTOS DEPORTIVOS;NISSAN
COOPER S;2016;AUT;Gasolina;4;218;1,6;AUTOS DEPORTIVOS;MINI
911;2017;PDK;Gasolina;6;540;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2017;PDK;Gasolina;6;540;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2016;PDK;Gasolina;6;540;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2016;PDK;Gasolina;6;540;3,8;AUTOS DEPORTIVOS;PORSCHE
MUSTANG;2015;MAN;Gasolina;8;435;5;AUTOS DEPORTIVOS;FORD
911;2015;PDK;Gasolina;6;520;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2015;PDK;Gasolina;6;560;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2017;PDK;Gasolina;6;520;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2017;MAN;Gasolina;6;370;3;AUTOS DEPORTIVOS;PORSCHE
911;2017;MAN;Gasolina;6;370;3;AUTOS DEPORTIVOS;PORSCHE
911;2017;PDK;Gasolina;6;560;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2017;MAN;Gasolina;6;370;3;AUTOS DEPORTIVOS;PORSCHE
911;2017;MAN;Gasolina;6;370;3;AUTOS DEPORTIVOS;PORSCHE
911;2017;PDK;Gasolina;6;560;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2016;PDK;Gasolina;6;520;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2016;PDK;Gasolina;6;560;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2016;MAN;Gasolina;6;370;3;AUTOS DEPORTIVOS;PORSCHE
911;2016;MAN;Gasolina;6;370;3;AUTOS DEPORTIVOS;PORSCHE
911;2016;MAN;Gasolina;6;370;3;AUTOS DEPORTIVOS;PORSCHE
911;2016;MAN;Gasolina;6;370;3;AUTOS DEPORTIVOS;PORSCHE
911;2016;PDK;Gasolina;6;560;3,8;AUTOS DEPORTIVOS;PORSCHE
BOXSTER;2014;PDK;Gasolina;6;265;2,7;AUTOS DEPORTIVOS;PORSCHE
CORVETTE;2014;MAN;Gasolina;8;455;6,2;AUTOS DEPORTIVOS;CHEVROLET
CORVETTE;2015;MAN;Gasolina;8;455;6,2;AUTOS DEPORTIVOS;CHEVROLET
CORVETTE;2015;MAN;Gasolina;8;455;6,2;AUTOS DEPORTIVOS;CHEVROLET
911;2016;MAN;Gasolina;6;400;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2016;MAN;Gasolina;6;400;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2016;MAN;Gasolina;6;400;3,8;AUTOS DEPORTIVOS;PORSCHE
370Z;2015;MAN;Gasolina;6;332;3,7;AUTOS DEPORTIVOS;NISSAN
370Z;2015;AUT;Gasolina;6;332;3,7;AUTOS DEPORTIVOS;NISSAN
911;2011;MAN;Gasolina;6;385;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2011;MAN;Gasolina;6;385;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2011;PDK;Gasolina;6;385;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2011;PDK;Gasolina;6;385;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2011;MAN;Gasolina;6;385;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2011;MAN;Gasolina;6;385;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2011;PDK;Gasolina;6;385;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2011;PDK;Gasolina;6;385;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2012;MAN;Gasolina;6;400;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2012;PDK;Gasolina;6;400;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2012;MAN;Gasolina;6;400;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2012;PDK;Gasolina;6;400;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2012;MAN;Gasolina;6;408;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2012;PDK;Gasolina;6;408;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2012;MAN;Gasolina;6;408;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2012;PDK;Gasolina;6;408;3,8;AUTOS DEPORTIVOS;PORSCHE
GOLF;2012;MAN;Gasolina;4;235;2;AUTOS DEPORTIVOS;VW
911;2017;MAN;Gasolina;6;420;3;AUTOS DEPORTIVOS;PORSCHE
911;2017;MAN;Gasolina;6;420;3;AUTOS DEPORTIVOS;PORSCHE
911;2017;PDK;Gasolina;6;580;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2017;MAN;Gasolina;6;420;3;AUTOS DEPORTIVOS;PORSCHE
911;2017;MAN;Gasolina;6;420;3;AUTOS DEPORTIVOS;PORSCHE
911;2017;MAN;Gasolina;6;420;3;AUTOS DEPORTIVOS;PORSCHE
911;2017;PDK;Gasolina;6;580;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2016;MAN;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2016;MAN;Gasolina;6;420;3;AUTOS DEPORTIVOS;PORSCHE
911;2016;MAN;Gasolina;6;420;3;AUTOS DEPORTIVOS;PORSCHE
911;2016;PDK;Gasolina;6;580;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2016;MAN;Gasolina;6;420;3;AUTOS DEPORTIVOS;PORSCHE
911;2016;MAN;Gasolina;6;420;3;AUTOS DEPORTIVOS;PORSCHE
911;2016;MAN;Gasolina;6;420;3;AUTOS DEPORTIVOS;PORSCHE
911;2016;PDK;Gasolina;6;580;3,8;AUTOS DEPORTIVOS;PORSCHE
CAMARO;2014;MAN;Gasolina;6;312;3,6;AUTOS DEPORTIVOS;CHEVROLET
CAMARO;2015;AUT;Gasolina;6;323;3,6;AUTOS DEPORTIVOS;CHEVROLET
911;2015;MAN;Gasolina;6;400;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2015;MAN;Gasolina;6;400;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2015;MAN;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2015;MAN;Gasolina;6;400;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2017;MAN;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2017;MAN;Gasolina;6;430;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2017;MAN;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2017;MAN;Gasolina;6;400;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2017;MAN;Gasolina;6;430;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2017;MAN;Gasolina;6;400;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2017;MAN;Gasolina;6;430;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2017;MAN;Gasolina;6;430;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2017;MAN;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2017;MAN;Gasolina;6;400;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2017;MAN;Gasolina;6;430;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2016;MAN;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2016;MAN;Gasolina;6;430;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2016;MAN;Gasolina;6;430;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2016;MAN;Gasolina;6;430;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2016;MAN;Gasolina;6;430;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2016;MAN;Gasolina;6;430;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2014;PDK;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
BOXSTER;2014;PDK;Gasolina;6;315;3,4;AUTOS DEPORTIVOS;PORSCHE
CAMARO;2016;AUT;Gasolina;8;455;6,2;AUTOS DEPORTIVOS;CHEVROLET
CAMARO;2017;AUT;Gasolina;8;455;6,2;AUTOS DEPORTIVOS;CHEVROLET
CAMARO;2018;AUT;Gasolina;8;455;6,2;AUTOS DEPORTIVOS;CHEVROLET
TL;2011;AUT;Gasolina;6;305;3,7;AUTOS DEPORTIVOS;ACURA
911;2014;PDK;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
911;2017;MAN;Gasolina;6;370;3;AUTOS DEPORTIVOS;PORSCHE
911;2016;MAN;Gasolina;6;370;3;AUTOS DEPORTIVOS;PORSCHE
CAMARO;2014;MAN;Gasolina;8;400;6,2;AUTOS DEPORTIVOS;CHEVROLET
BOXSTER;2014;MAN;Gasolina;6;265;2,7;AUTOS DEPORTIVOS;PORSCHE
CAMARO;2011;AUT;Gasolina;8;400;6,2;AUTOS DEPORTIVOS;CHEVROLET
CAMARO;2011;M6;Gasolina;8;426;6,2;AUTOS DEPORTIVOS;CHEVROLET
CAMARO;2012;MAN;Gasolina;8;426;6,2;AUTOS DEPORTIVOS;CHEVROLET
CAMARO;2012;AUT;Gasolina;8;400;6,2;AUTOS DEPORTIVOS;CHEVROLET
CAMARO;2013;AUT;Gasolina;8;400;6,2;AUTOS DEPORTIVOS;CHEVROLET
CAMARO;2013;MAN;Gasolina;8;426;6,2;AUTOS DEPORTIVOS;CHEVROLET
MUSTANG;2011;AUT;Gasolina;6;305;3,7;AUTOS DEPORTIVOS;FORD
MUSTANG;2012;AUT;Gasolina;6;305;3,7;AUTOS DEPORTIVOS;FORD
GOLF;2012;DSG;Gasolina;4;235;2;AUTOS DEPORTIVOS;VW
MUSTANG;2013;AUT;Gasolina;6;305;3,7;AUTOS DEPORTIVOS;FORD
911;2017;PDK;Gasolina;6;500;4;AUTOS DEPORTIVOS;PORSCHE
911;2016;PDK;Gasolina;6;500;4;AUTOS DEPORTIVOS;PORSCHE
CAMARO;2015;MAN;Gasolina;8;426;6,2;AUTOS DEPORTIVOS;CHEVROLET
CAMARO;2014;AUT;Gasolina;8;426;6,2;AUTOS DEPORTIVOS;CHEVROLET
CORVETTE;2014;AUT;Gasolina;8;455;6,2;AUTOS DEPORTIVOS;CHEVROLET
CORVETTE;2015;AUT;Gasolina;8;455;6,2;AUTOS DEPORTIVOS;CHEVROLET
ECLIPSE;2011;S TRONIC;Gasolina;6;260;3,8;AUTOS DEPORTIVOS;MITSUBISHI
ECLIPSE;2012;AUT;Gasolina;6;260;3,8;AUTOS DEPORTIVOS;MITSUBISHI
911;2014;PDK;Gasolina;6;400;3,8;AUTOS DEPORTIVOS;PORSCHE
MUSTANG;2016;MAN;Gasolina;8;435;5;AUTOS DEPORTIVOS;FORD
MUSTANG;2014;MAN;Gasolina;8;650;5,8;AUTOS DEPORTIVOS;FORD
MUSTANG;2014;MAN;Gasolina;8;412;5;AUTOS DEPORTIVOS;FORD
CHALLENGER;2011;AUT;Gasolina;8;372;5,7;AUTOS DEPORTIVOS;DODGE
911;2014;PDK;Gasolina;6;400;3,8;AUTOS DEPORTIVOS;PORSCHE
ECLIPSE;2011;MAN;Gasolina;6;260;3,8;AUTOS DEPORTIVOS;MITSUBISHI
911;2014;PDK;Gasolina;6;400;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2014;MAN;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
CORVETTE;2011;AUT;Gasolina;8;430;6,2;AUTOS DEPORTIVOS;CHEVROLET
CORVETTE;2012;AUT;Gasolina;8;430;6,2;AUTOS DEPORTIVOS;CHEVROLET
CORVETTE;2013;AUT;Gasolina;8;430;6,2;AUTOS DEPORTIVOS;CHEVROLET
911;2014;PDK;Gasolina;6;400;3,8;AUTOS DEPORTIVOS;PORSCHE
MUSTANG;2016;AUT;Gasolina;8;420;5;AUTOS DEPORTIVOS;FORD
911;2013;MAN;Gasolina;6;400;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2013;MAN;Gasolina;6;400;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2013;MAN;Gasolina;6;408;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2013;MAN;Gasolina;6;408;3,8;AUTOS DEPORTIVOS;PORSCHE
CHALLENGER;2014;AUT;Gasolina;6;305;3,6;AUTOS DEPORTIVOS;DODGE
CHALLENGER;2015;AUT;Gasolina;6;305;3,6;AUTOS DEPORTIVOS;DODGE
MUSTANG;2016;MAN;Gasolina;8;526;5,2;AUTOS DEPORTIVOS;FORD
911;2014;MAN;Gasolina;6;350;3,4;AUTOS DEPORTIVOS;PORSCHE
BOXSTER;2014;MAN;Gasolina;6;315;3,4;AUTOS DEPORTIVOS;PORSCHE
MUSTANG;2017;MAN;Gasolina;8;435;5;AUTOS DEPORTIVOS;FORD
MUSTANG;2011;M6;Gasolina;8;412;5;AUTOS DEPORTIVOS;FORD
MUSTANG;2011;AUT;Gasolina;8;412;5;AUTOS DEPORTIVOS;FORD
MUSTANG;2012;MAN;Gasolina;8;412;5;AUTOS DEPORTIVOS;FORD
MUSTANG;2012;AUT;Gasolina;8;412;5;AUTOS DEPORTIVOS;FORD
MUSTANG;2013;MAN;Gasolina;8;412;5;AUTOS DEPORTIVOS;FORD
MUSTANG;2013;AUT;Gasolina;8;412;5;AUTOS DEPORTIVOS;FORD
911;2015;PDK;Gasolina;6;475;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2017;PDK;Gasolina;6;475;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2016;PDK;Gasolina;6;475;3,8;AUTOS DEPORTIVOS;PORSCHE
CORVETTE;2016;AUT;Gasolina;8;455;6,2;AUTOS DEPORTIVOS;CHEVROLET
MUSTANG;2011;M6;Gasolina;8;550;5,4;AUTOS DEPORTIVOS;FORD
370Z;2011;M6;Gasolina;6;329;3,7;AUTOS DEPORTIVOS;NISSAN
370Z;2011;AUT;Gasolina;6;329;3,7;AUTOS DEPORTIVOS;NISSAN
370Z;2012;AUT;Gasolina;6;329;3,7;AUTOS DEPORTIVOS;NISSAN
370Z;2012;MAN;Gasolina;6;329;3,7;AUTOS DEPORTIVOS;NISSAN
370Z;2014;MAN;Gasolina;6;329;3,7;AUTOS DEPORTIVOS;NISSAN
370Z;2014;AUT;Gasolina;6;329;3,7;AUTOS DEPORTIVOS;NISSAN
A5;2011;S TRONIC;Gasolina;4;265;3,2;AUTOS DEPORTIVOS;AUDI
A5;2012;S TRONIC;Gasolina;6;265;3,2;AUTOS DEPORTIVOS;AUDI
CHALLENGER;2012;AUT;Gasolina;8;372;5,7;AUTOS DEPORTIVOS;DODGE
CHALLENGER;2013;AUT;Gasolina;8;372;5,7;AUTOS DEPORTIVOS;DODGE
911;2014;PDK;Gasolina;6;520;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2014;PDK;Gasolina;6;560;3,8;AUTOS DEPORTIVOS;PORSCHE
CAMARO;2015;AUT;Gasolina;8;400;6,2;AUTOS DEPORTIVOS;CHEVROLET
CORVETTE;2017;AUT;Gasolina;8;455;6,2;AUTOS DEPORTIVOS;CHEVROLET
CORVETTE;2018;AUT;Gasolina;8;455;6,2;AUTOS DEPORTIVOS;CHEVROLET
911;2014;MAN;Gasolina;6;400;3,8;AUTOS DEPORTIVOS;PORSCHE
CAMARO;2013;MAN;Gasolina;8;580;6,2;AUTOS DEPORTIVOS;CHEVROLET
CAMARO;2014;MAN;Gasolina;8;580;6,2;AUTOS DEPORTIVOS;CHEVROLET
CAMARO;2014;AUT;Gasolina;8;580;6,2;AUTOS DEPORTIVOS;CHEVROLET
CAMARO;2015;MAN;Gasolina;8;580;6,2;AUTOS DEPORTIVOS;CHEVROLET
CAMARO;2015;AUT;Gasolina;8;580;6,2;AUTOS DEPORTIVOS;CHEVROLET
CHALLENGER;2014;AUT;Gasolina;6;305;3,6;AUTOS DEPORTIVOS;DODGE
CORVETTE;2013;MAN;Gasolina;8;638;6,2;AUTOS DEPORTIVOS;CHEVROLET
911;2014;MAN;Gasolina;6;400;3,8;AUTOS DEPORTIVOS;PORSCHE
CHALLENGER;2016;AUT;Gasolina;8;485;6,4;AUTOS DEPORTIVOS;DODGE
911;2012;MAN;Gasolina;6;500;4;AUTOS DEPORTIVOS;PORSCHE
CORVETTE;2013;MAN;Gasolina;8;430;6,2;AUTOS DEPORTIVOS;CHEVROLET
CORVETTE;2011;M6;Gasolina;8;430;6,2;AUTOS DEPORTIVOS;CHEVROLET
CORVETTE;2012;MAN;Gasolina;8;430;6,2;AUTOS DEPORTIVOS;CHEVROLET
911;2014;MAN;Gasolina;6;400;3,8;AUTOS DEPORTIVOS;PORSCHE
911;2014;MAN;Gasolina;6;400;3,8;AUTOS DEPORTIVOS;PORSCHE
MUSTANG;2017;MAN;Gasolina;8;526;5,2;AUTOS DEPORTIVOS;FORD
CHALLENGER;2011;AUT;Gasolina;8;470;6,4;AUTOS DEPORTIVOS;DODGE
911;2017;MAN;Gasolina;6;500;4;AUTOS DEPORTIVOS;PORSCHE
911;2016;MAN;Gasolina;6;500;4;AUTOS DEPORTIVOS;PORSCHE
CORVETTE;2016;AUT;Gasolina;8;625;6,2;AUTOS DEPORTIVOS;CHEVROLET
CORVETTE;2017;AUT;Gasolina;8;625;6,2;AUTOS DEPORTIVOS;CHEVROLET
CORVETTE;2018;AUT;Gasolina;8;625;6,2;AUTOS DEPORTIVOS;CHEVROLET
CHALLENGER;2012;AUT;Gasolina;8;470;6,4;AUTOS DEPORTIVOS;DODGE
CHALLENGER;2013;AUT;Gasolina;8;470;6,4;AUTOS DEPORTIVOS;DODGE
CHALLENGER;2014;AUT;Gasolina;8;372;5,7;AUTOS DEPORTIVOS;DODGE
CHALLENGER;2014;AUT;Gasolina;8;470;6,4;AUTOS DEPORTIVOS;DODGE
CHALLENGER;2016;AUT;Gasolina;8;707;6,2;AUTOS DEPORTIVOS;DODGE
CAMARO;2018;AUT;Gasolina;8;650;6,2;AUTOS DEPORTIVOS;CHEVROLET
CAMARO;2018;AUT;Gasolina;8;650;6,2;AUTOS DEPORTIVOS;CHEVROLET
CAMARO;2017;AUT;Gasolina;8;650;6,2;AUTOS DEPORTIVOS;CHEVROLET
CAMARO;2013;AUT;Gasolina;8;580;6,2;AUTOS DEPORTIVOS;CHEVROLET
VIPER;2014;MAN;Gasolina;10;640;8,4;AUTOS DEPORTIVOS;DODGE
VIPER;2014;MAN;Gasolina;10;640;8,4;AUTOS DEPORTIVOS;DODGE
VIPER;2016;MAN;Gasolina;10;645;8,4;AUTOS DEPORTIVOS;DODGE
911;2011;MAN;Gasolina;6;620;3,6;AUTOS DEPORTIVOS;PORSCHE
911;2012;MAN;Gasolina;6;620;3,6;AUTOS DEPORTIVOS;PORSCHE
XKR;2011;AUT;Gasolina;8;510;5;AUTOS DEPORTIVOS;JAGUAR
FORTWO;2012;AUT;Gasolina;3;69;1;AUTOS SUBCOMPACTOS;SMART
FORTWO;2013;AUT;Gasolina;3;69;1;AUTOS SUBCOMPACTOS;SMART
FORTWO;2014;AUT;Gasolina;3;69;1;AUTOS SUBCOMPACTOS;SMART
MIRAGE;2016;MAN;Gasolina;3;76;1,2;AUTOS SUBCOMPACTOS;MITSUBISHI
MIRAGE;2016;CVT;Gasolina;3;76;1,2;AUTOS SUBCOMPACTOS;MITSUBISHI
FORFOUR;2018;MAN;Gasolina;3;71;1;AUTOS SUBCOMPACTOS;SMART
FORFOUR;2016;MAN;Gasolina;3;71;1;AUTOS SUBCOMPACTOS;SMART
ATTITUDE;2016;MAN;Gasolina;3;76;1,2;AUTOS SUBCOMPACTOS;DODGE
FORTWO;2018;MAN;Gasolina;3;71;1;AUTOS SUBCOMPACTOS;SMART
FORTWO;2016;MAN;Gasolina;3;71;1;AUTOS SUBCOMPACTOS;SMART
ATTITUDE;2016;CVT;Gasolina;3;76;1,2;AUTOS SUBCOMPACTOS;DODGE
i10;2012;MAN;Gasolina;4;66;1,1;AUTOS SUBCOMPACTOS;DODGE
i10;2013;MAN;Gasolina;4;66;1,1;AUTOS SUBCOMPACTOS;DODGE
SPARK;2016;MAN;Gasolina;4;98;1,4;AUTOS SUBCOMPACTOS;CHEVROLET
SPARK;2017;MAN;Gasolina;4;98;1,4;AUTOS SUBCOMPACTOS;CHEVROLET
SPARK;2018;MAN;Gasolina;4;98;1,4;AUTOS SUBCOMPACTOS;CHEVROLET
SPARK;2016;MAN;Gasolina;4;98;1,4;AUTOS SUBCOMPACTOS;CHEVROLET
SPARK;2017;MAN;Gasolina;4;84;1,4;AUTOS SUBCOMPACTOS;CHEVROLET
SPARK;2017;MAN;Gasolina;4;98;1,4;AUTOS SUBCOMPACTOS;CHEVROLET
SPARK;2017;MAN;Gasolina;4;98;1,4;AUTOS SUBCOMPACTOS;CHEVROLET
SPARK;2018;MAN;Gasolina;4;98;1,4;AUTOS SUBCOMPACTOS;CHEVROLET
SPARK;2018;MAN;Gasolina;4;98;1,4;AUTOS SUBCOMPACTOS;CHEVROLET
SPARK;2017;CVT;Gasolina;4;98;1,4;AUTOS SUBCOMPACTOS;CHEVROLET
SPARK;2018;CVT;Gasolina;4;98;1,4;AUTOS SUBCOMPACTOS;CHEVROLET
SPARK;2018;CVT;Gasolina;4;98;1,4;AUTOS SUBCOMPACTOS;CHEVROLET
ATOS;2011;M5;Gasolina;4;63;1,1;AUTOS SUBCOMPACTOS;DODGE
